zip,city,county,state
66219,Lenexa,Johnson,Kansas
02804,Kinston,Lenoir,North Carolina
45211,Cincinnati,Hamilton,Ohio
13367,Lowville,Lewis,New York
55952,Lewiston,Winona,Minnesota
04240,Lewiston,Androscoggin,Maine
02421,Lexington,Middlesex,Massachusetts
02420,LEXINGTON,Middlesex,Massachusetts
84105,Salt Lake City,Salt Lake,Utah
15658,Ligonier,Westmoreland,Pennsylvania
30047,Lilburn,Gwinnett,Georgia
89008,Caliente,Lincoln,Nevada
90031,Los Angeles,Los Angeles,California
48146,Lincoln Park,Wayne,Michigan
92111,San Diego,San Diego,California
47441,Linton,Greene,Indiana
06759,Litchfield,Litchfield,Connecticut
65746,Seymour,Wright,Missouri
16502,Erie,Erie,Pennsylvania
92101,San Diego,San Diego,California
71822,Ashdown,Little River,Arkansas
29566,Little River,Horry,South Carolina
59047,Livingston,Park,Montana
48150,Livonia,Wayne,Michigan
24522,Appomattox,Appomattox,Virginia
42276,Russellville,Logan,Kentucky
22079,Lorton,Fairfax,Virginia
87107,Los Ranchos,Bernalillo,New Mexico
63353,Louisiana,Pike,Missouri
45140,Loveland,Clermont,Ohio
60657,Chicago,Cook,Illinois
49331,Lowell,Kent,Michigan
97885,Wallowa,Wallowa,Oregon
50311,Des Moines,Polk,Iowa
49431,LUDINGTON,Mason,Michigan
20135,Bluemont,Loudoun,Virginia
20165,Sterling,Loudoun,Virginia
20175,Leesburg,Loudoun,Virginia
20147,Ashburn,Loudoun,Virginia
24504,Lynchburg,Lynchburg,Virginia
98264,Lynden,Whatcom,Washington
30126,Mableton,Cobb,Georgia
50273,Winterset,Madison,Iowa
56256,Madison,Lac qui Parle,Minnesota
07940,Madison,Morris,New Jersey
97741,Madras,Jefferson,Oregon
98122,Seattle,King,Washington
53717,Madison,Dane,Wisconsin
32435,DeFuniak Springs,Walton,Florida
38024,Dyersburg,Dyer,Tennessee
15301,Washington,Washington,Pennsylvania
95667,Placerville,El Dorado,California
66720,Chanute,Neosho,Kansas
18431,Honesdale,Wayne,Pennsylvania
37130,Murfreesboro,Rutherford,Tennessee
44281,Wadsworth,Medina,Ohio
60048,Liberytville,Lake,Illinois
06040,Manchester,Hartford,Connecticut
59741,Manhattan,Gallatin,Montana
49660,Manistee,Manistee,Michigan
49854,Manistique,Schoolcraft,Michigan
96826,Honolulu,Honolulu,Hawaii
76063,Mansfield,Tarrant,Texas
98831,Manson,Chelan,Washington
97131,Nehalem,Tillamook,Oregon
98038,Maple Valley,King,Washington
30060,MARIETTA,Cobb,Georgia
54143,Marinette,Marinette,Wisconsin
52302,Marion,Linn,Iowa
43302,Marion,Marion,Ohio
60462,Orland Park,Cook,Illinois
29577,Myrtle Beach,Horry,South Carolina
36602,Mobile,Mobile,Alabama
54901,Oshkosh,Winnebago,Wisconsin
36606,Mobile,Mobile,Alabama
33132,Miami,Miami-Dade,Florida
46404,Gary,Lake,Indiana
47715,Evansville,Vanderburgh,Indiana
54303,Green Bay,Brown,Wisconsin
43213,Whitehall,Franklin,Ohio
71351,Marksville,Avoyelles,Louisiana
48453,Marlette,Sanilac,Michigan
42025,Benton,Marshall,Kentucky
02050,Marshfield,Plymouth,Massachusetts
27892,Williamston,Martin,North Carolina
62062,Maryville,Madison,Illinois
37801,Maryville,Blount,Tennessee
41056,Maysville,Mason,Kentucky
48854,Mason,Ingham,Michigan
02126,Mattapan,Suffolk,Massachusetts
46619,South Bend,St. Joseph,Indiana
29662,Mauldin,Greenville,South Carolina
53948,mauston,Juneau,Wisconsin
42647,Stearns,McCreary,Kentucky
22306,Alexandria,Fairfax,Virginia
95519,McKinleyville,Humboldt,California
22101,McLean,Fairfax,Virginia
40108,Brandenburg,Meade,Kentucky
02155,Medford,Middlesex,Massachusetts
19063,Media,Delaware,Pennsylvania
57752,Kyle,Shannon,South Dakota
44256,medina,Medina,Ohio
45769,Pomeroy,Meigs,Ohio
38103,Memphis,Shelby,Tennessee
40322,Frenchburg,Menifee,Kentucky
94025,Menlo Park,San Mateo,California
49858,Menominee,Menominee,Michigan
08109,Merchantville,Camden,New Jersey
83642,Meridian,Ada,Idaho
08840,METUCHEN,Middlesex,New Jersey
46970,Peru,Miami,Indiana
38655,Oxford,Lafayette,Mississippi
05753,Middlebury,Addison,Vermont
40243,Middletown,Jefferson,Kentucky
21769,Middletown,Frederick,Maryland
48640,Midland,Midland,Michigan
63130,University City,St. Louis,Missouri
06460,Milford,New Haven,Connecticut
96789,Mililani,Honolulu,Hawaii
20855,Rockville,Montgomery,Maryland
20850,Rockville,Montgomery,Maryland
55401,Minneapolis,Hennepin,Minnesota
30442,Millen,Jenkins,Georgia
19968,Milton,Sussex,Delaware
53215,Milwaukee,Milwaukee,Wisconsin
75773,Mineola,Wood,Texas
47303,Muncie,Delaware,Indiana
81645,Minturn,Eagle,Colorado
66202,Mission,Johnson,Kansas
78214,San Antonio,Bexar,Texas
90059,Los Angeles,Los Angeles,California
66604,Topeka,Shawnee,Kansas
48162,Monroe,Monroe,Michigan
53566,Monroe,Green,Wisconsin
97215,Portland,Multnomah,Oregon
94611,Oakland,Alameda,California
35115,MONTEVALLO,Shelby,Alabama
40353,Mt. Sterling,Montgomery,Kentucky
31064,Monticello,Jasper,Georgia
14865,Montour Falls,Schuyler,New York
81401,Montrose,Montrose,Colorado
66203,Shawnee,Johnson,Kansas
97202,Portland,Multnomah,Oregon
43756,McConnelsville,Morgan,Ohio
46151,Martinsville,Morgan,Indiana
46158,Mooresville,Morgan,Indiana
28655,Morganton,Burke,North Carolina
30306,Atlanta,Fulton,Georgia
07960,Morristown,Morris,New Jersey
93442,Morro Bay,San Luis Obispo,California
83843,Moscow,Latah,Idaho
54455,City,Marathon,Wisconsin
61053,Mount Carroll,Carroll,Illinois
02809,Bristol,Bristol,Rhode Island
29464,Mount Pleasant,Charleston,South Carolina
20010,Washington,District of Columbia,District of Columbia
21550,Oakland,Garrett,Maryland
19119,Philadelphia,Philadelphia,Pennsylvania
48858,Mount Pleasant,Isabella,Michigan
40047,Mt.Washington,Bullitt,Kentucky
31201,Macon,Bibb,Georgia
99504,Anchorage,Anchorage,Alaska
49862,Munising,Alger,Michigan
15668,Murrysville,Westmoreland,Pennsylvania
99645,Palmer,Matanuska-Susitna,Alaska
21773,Myersville,Frederick,Maryland
94559,Napa,Napa,California
12764,Narrowsburg,Sullivan,New York
27804,Rocky Mount,Nash,North Carolina
01760,Natick,Middlesex,Massachusetts
60423,Frankfort,Will,Illinois
80466,Nederland,Boulder,Colorado
02492,Needham,Norfolk,Massachusetts
64850,Downtown Neosho,Newton,Missouri
07857,Netcong,Morris,New Jersey
48047,New Baltimore,Macomb,Michigan
02745,New Bedford,Bristol,Massachusetts
02740,New Bedford,Bristol,Massachusetts
02744,New Bedford,Bristol,Massachusetts
49446,New Era,Oceana,Michigan
53574,New Glarus,Green,Wisconsin
47631,New Harmony,Posey,Indiana
37918,Knoxville,Knox,Tennessee
06510,New Haven,New Haven,Connecticut
23116,Mechanicsville,Hanover,Virginia
70127,New Orleans,Orleans,Louisiana
12550,Newburgh,Orange,New York
82701,Newcastle,Weston,Wyoming
03875,Newmarket,Rockingham,New Hampshire
92663,Newport Beach,Orange,California
40356,Nicholasville,Jessamine,Kentucky
06058,Norfolk,Litchfield,Connecticut
94702,Berkeley,Alameda,California
55056,North Branch,Chisago,Minnesota
44720,North Canton,Stark,Ohio
12843,North Creek,Warren,New York
44903,Mansfield,Richland,Ohio
50401,Mason City,Cerro Gordo,Iowa
43215,Columbus,Franklin,Ohio
29582,North Myrtle Beach,Horry,South Carolina
58701,Minot,Ward,North Dakota
17201,Chambersburg,Franklin,Pennsylvania
20622,Charlotte Hall,St. Mary's,Maryland
18067,Northampton,Northampton,Pennsylvania
60062,Northbrook,Cook,Illinois
55413,Minneapolis,Hennepin,Minnesota
99114,Colville,Stevens,Washington
49670,Northport,Leelanau,Michigan
91324,northridge,Los Angeles,California
45223,Cincinnati,Hamilton,Ohio
53704,Madison,Dane,Wisconsin
48167,Northville,Wayne,Michigan
13815,Norwich,Chenango,New York
22180,Vienna,Fairfax,Virginia
07110,Nutley,Essex,New Jersey
53154,Oak Creek,Milwaukee,Wisconsin
44286,RICHFIELD,Summit,Ohio
22124,Oakton,Fairfax,Virginia
02135,Brighton,Suffolk,Massachusetts
20743,Capitol Heights,Prince George's,Maryland
34471,Ocala,Marion,Florida
92107,San Diego,San Diego,California
08226,Ocean City,Cape May,New Jersey
21811,Berlin,Worcester,Maryland
43906,Bellaire,Belmont,Ohio
43950,St. Clairsville,Belmont,Ohio
97239,Portland,Multnomah,Oregon
62701,Springfield,Sangamon,Illinois
90042,Los Angeles,Los Angeles,California
94609,Oakland,Alameda,California
28516,Beaufort,Carteret,North Carolina
43147,Pickerington,Fairfield,Ohio
98501,Olympia,Thurston,Washington
68106,Omaha,Douglas,Nebraska
68102,Omaha,Douglas,Nebraska
63107,St Louis,St. Louis City,Missouri
54155,Oneida,Outagamie,Wisconsin
28540,Jacksonville,Onslow,North Carolina
06477,Orange,New Haven,Connecticut
92866,Orange,Orange,California
32073,Orange Park,Clay,Florida
97045,Oregon City,Clackamas,Oregon
95340,Merced,Merced,California
94563,Orinda,Contra Costa,California
32174,Ormond Beach,Volusia,Florida
83544,Orofino,Clearwater,Idaho
60543,Oswego,Kendall,Illinois
66524,Overbrook,Osage,Kansas
14521,Ovid,Seneca,New York
47460,Spencer,Owen,Indiana
27565,Oxford,Granville,North Carolina
45056,Oxford,Butler,Ohio
93030,Oxnard,Ventura,California
97135,Pacific City,Tillamook,Oregon
42001,Paducah,McCracken,Kentucky
89048,Pahrump,Nye,Nevada
95076,Watsonville,Santa Cruz,California
10964,Palisades,Rockland,New York
00791,Humacao,Humacao,Puerto Rico
78224,San Antonio,Bexar,Texas
60463,Palos Heights,Cook,Illinois
90274,Rolling Hills Estates,Los Angeles,California
66071,Paola,Miami,Kansas
72450,"Paragould, AR",Greene,Arkansas
73103,Oklahoma City,Oklahoma,Oklahoma
17262,Spring Run,Franklin,Pennsylvania
12564,Pawling,Dutchess,New York
02860,Pawtucket,Providence,Rhode Island
02905,Cranston,Providence,Rhode Island
83661,Payette,Payette,Idaho
85541,Payson,Gila,Arizona
43452,Port Clinton,Ottawa,Ohio
95370,Sonora,Tuolumne,California
77515,Angleton,Brazoria,Texas
05862,Peacham,Caledonia,Vermont
78669,Spicewood,Blanco,Texas
41040,Falmouth,Pendleton,Kentucky
46064,Pendleton,Madison,Indiana
08534,Pennington,Mercer,New Jersey
72126,Perryville,Perry,Arkansas
66073,Perry,Jefferson,Kansas
94952,Petaluma,Sonoma,California
01366,Petersham,Worcester,Massachusetts
27040,Pfafftown,Forsyth,North Carolina
78660,Pflugerville,Travis,Texas
92371,Phelan,San Bernardino,California
12565,Village of Philmont,Columbia,New York
40206,Louisville,Jefferson,Kentucky
27235,Colfax,Guilford,North Carolina
20852,North Potomac,Montgomery,Maryland
46254,Indianapolis,Marion,Indiana
41501,Pikeville,Pike,Kentucky
55063,Pine City,Pine,Minnesota
33156,Pinecrest,Miami-Dade,Florida
11207,Brooklyn,Kings,New York
66762,Pittsburg,Crawford,Kansas
74501,McAlester,Pittsburg,Oklahoma
48108,Ann Arbor,Washtenaw,Michigan
48739,Hale,Iosco,Michigan
49080,Plainwell,Allegan,Michigan
81624,Collbran,Mesa,Colorado
53818,Platteville,Grant,Wisconsin
90094,Playa Vista,Los Angeles,California
26170,St. Marys,Pleasants,West Virginia
10570,Pleasantville,Westchester,New York
46563,Plymouth,Marshall,Indiana
12140,Poestenkill,Rensselaer,New York
96792,Waianae,Honolulu,Hawaii
61764,Pontiac,Livingston,Illinois
10573,Port Chester,Westchester,New York
48469,Port Sanilac,Sanilac,Michigan
98368,PORT TOWNSEND,Jefferson,Washington
97217,Portland,Multnomah,Oregon
97211,Portland,Multnomah,Oregon
97266,Portland,Multnomah,Oregon
97201,Portland,Multnomah,Oregon
97205,Portland,Multnomah,Oregon
03801,Portsmouth,Rockingham,New Hampshire
53590,Sun Prairie,Dane,Wisconsin
43119,Galloway,Franklin,Ohio
86301,Prescott,Yavapai,Arizona
19127,Philadelphia,Philadelphia,Pennsylvania
84501,Price,Carbon,Utah
23875,Prince George,Prince George,Virginia
40059,Prospect,Oldham,Kentucky
87001,San Felipe Pueblo,Sandoval,New Mexico
99163,Pullman,Whitman,Washington
20132,Purcellville,Loudoun,Virginia
25526,Hurricane,Putnam,West Virginia
98371,Puyallup,Pierce,Washington
61201,Rock Island,Rock Island,Illinois
74363,Quapaw,Ottawa,Oklahoma
98109,Seattle,King,Washington
95971,Quincy,Plumas,California
62301,QUINCY,Adams,Illinois
87102,Albuquerque,Bernalillo,New Mexico
36278,Wedowee,Randolph,Alabama
72455,Pocahontas,Randolph,Arkansas
40913,Beverly,Clay,Kentucky
59068,Red Lodge,Carbon,Montana
51566,Red Oak,Montgomery,Iowa
70806,Baton Rouge,East Baton Rouge,Louisiana
70801,Baton Rouge,East Baton Rouge,Louisiana
70808,Baton Rouge,East Baton Rouge,Louisiana
33033,Homestead,Miami-Dade,Florida
92373,Redlands,San Bernardino,California
53959,Reedsburg,Sauk,Wisconsin
27320,Reidsville,Rockingham,North Carolina
21136,Reisterstown,Baltimore,Maryland
47978,Rensselaer,Jasper,Indiana
20190,Reston,Fairfax,Virginia
83440,Rexburg,Madison,Idaho
47374,Richmond,Wayne,Indiana
53582,Ridgeway,Iowa,Wisconsin
29115,Orangeburg,Orangeburg,South Carolina
29042,Denmark,Bamberg,South Carolina
03461,Rindge,Cheshire,New Hampshire
19103,Philadelphia,Philadelphia,Pennsylvania
23803,Petersburg,Petersburg,Virginia
59034,Hardin,Big Horn,Montana
20737,Riverdale Park,Prince George's,Maryland
28401,Wilmington,New Hanover,North Carolina
32204,Jacksonville,Duval,Florida
46208,indianapolis,Marion,Indiana
60546,Riverside,Cook,Illinois
70062,Kenner,Jefferson,Louisiana
07307,Jersey City,Hudson,New Jersey
19963,Milford,Sussex,Delaware
46783,Roanoke,Huntington,Indiana
51247,Rock Valley,Sioux,Iowa
61104,Rockford,Winnebago,Illinois
30153,Rockmart,Polk,Georgia
97220,Portland,Multnomah,Oregon
24151,Rocky Mount,Franklin,Virginia
59422,Choteau,Teton,Montana
55374,Rogers,Hennepin,Minnesota
65741,Rogersville,Webster,Missouri
97520,Ashland,Jackson,Oregon
97501,Medford,Jackson,Oregon
94928,Rohnert Park,Sonoma,California
60008,Rolling Meadows,Cook,Illinois
59864,Ronan,Lake,Montana
11575,Roosevelt,Nassau,New York
28216,Charlotte,Mecklenburg,North Carolina
75701,Tyler,Smith,Texas
02131,Roslindale,Suffolk,Massachusetts
15229,Pittsburgh,Allegheny,Pennsylvania
78665,Round Rock,Williamson,Texas
93436,LOMPOC,Santa Barbara,California
96797,Waipahu,Honolulu,Hawaii
22546,Ruther Glen,Caroline,Virginia
92382,Running Springs,San Bernardino,California
54848,Ladysmith,Rusk,Wisconsin
72801,Russellville,Pope,Arkansas
95446,Guerneville,Sonoma,California
46979,Russiaville,Howard,Indiana
71270,Ruston,Lincoln,Louisiana
22920,Afton,Nelson,Virginia
43206,Columbus,Franklin,Ohio
43072,Saint Paris,Champaign,Ohio
14779,Salamanca,Cattaraugus,New York
24153,Salem,Roanoke,Virginia
01970,Salem,Essex,Massachusetts
03079,Salem,Rockingham,New Hampshire
93901,Salinas,Monterey,California
48176,Saline,Washtenaw,Michigan
01952,Salisbury,Essex,Massachusetts
98686,Vancouver,Clark,Washington
46825,Fort Wayne,Allen,Indiana
96818,Honolulu,Honolulu,Hawaii
78227,San Antonio,Bexar,Texas
94110,San Francisco,San Francisco,California
04073,Sanford,York,Maine
95050,Santa Clara,Santa Clara,California
95403,Santa Rosa,Sonoma,California
95404,Santa Rosa,Sonoma,California
32571,Pace,Santa Rosa,Florida
49684,Traverse City,Grand Traverse,Michigan
71601,Pine Bluff,Jefferson,Arkansas
12983,Saranac Lake,Franklin,New York
95435,Finley,Lake,California
12477,Saugerties,Ulster,New York
02066,Scituate,Plymouth,Massachusetts
02857,North Scituate,Providence,Rhode Island
07076,Scotch Plains,Union,New Jersey
06264,Scotland,Windham,Connecticut
40324,Georgetown,Scott,Kentucky
14546,Scottsville,Monroe,New York
43232,Columbus,Franklin,Ohio
03833,Exeter,Rockingham,New Hampshire
03869,Rollinsford,Strafford,New Hampshire
77474,Sealy,Austin,Texas
72650,Marshall,Searcy,Arkansas
97138,Seaside,Clatsop,Oregon
27981,Wanchese,Dare,North Carolina
65301,"Sedalia, MO",Pettis,Missouri
27101,Winston-Salem,Forsyth,North Carolina
13148,Seneca Falls,Seneca,New York
71832,De Queen,Sevier,Arkansas
68434,Seward,Seward,Nebraska
28470,Shallotte,Brunswick,North Carolina
54166,Shawano,Shawano,Wisconsin
51537,Harlan,Shelby,Iowa
46176,SHELBYVILLE,Shelby,Indiana
40165,Shepherdsville,Bullitt,Kentucky
45415,Dayton,Montgomery,Ohio
98133,Shoreline,King,Washington
53211,Shorewood,Milwaukee,Wisconsin
71101,Shreveport,Caddo,Louisiana
72761,Siloam Springs,Benton,Arkansas
88061,Silver City,Grant,New Mexico
83837,Kellogg,Shoshone,Idaho
93093,Simi Valley,Ventura,California
51101,Sioux City,Woodbury,Iowa
99835,Sitka,Sitka,Alaska
88030,Deming,Luna,New Mexico
16057,Slippery Rock,Butler,Pennsylvania
93401,San Luis Obispo,San Luis Obispo,California
37030,Carthage,Smith,Tennessee
93060,Santa paula,Ventura,California
92626,Costa Mesa,Orange,California
14551,sodus,Wayne,New York
42102,Bowling Green,Warren,Kentucky
92075,Solana Beach,San Diego,California
15501,Somerset,Somerset,Pennsylvania
02144,Somerville,Middlesex,Massachusetts
02145,Somerville,Middlesex,Massachusetts
32208,Jacksonville,Duval,Florida
94703,Berkeley,Alameda,California
34114,Naples,Collier,Florida
37375,Sewanee,Franklin,Tennessee
49506,Grand Rapids,Kent,Michigan
28203,Charlotte,Mecklenburg,North Carolina
78628,Georgetown,Williamson,Texas
23970,South Hill,Mecklenburg,Virginia
02879,Wakefield,Washington,Rhode Island
96150,South Lake Tahoe,El Dorado,California
48178,South Lyon,Oakland,Michigan
33143,Miami,Miami-Dade,Florida
53172,South Milwaukee,Milwaukee,Wisconsin
07079,SOUTH ORANGE,Essex,New Jersey
18505,Scranton,Lackawanna,Pennsylvania
64504,St. Joseph,Buchanan,Missouri
06074,South Windsor,Hartford,Connecticut
14760,Olean,Cattaraugus,New York
53177,sturtevant,Racine,Wisconsin
80123,Littleton,Jefferson,Colorado
24343,Hillsville,Carroll,Virginia
48228,Detroit,Wayne,Michigan
81089,Walsenburg,Huerfano,Colorado
89431,Sparks,Washoe,Nevada
46224,Speedway,Marion,Indiana
22407,Fredericksburg,Spotsylvania,Virginia
22170,Fredericksburg,Spotsylvania,Virginia
72764,Springdale,Washington,Arkansas
38606,Batesville,Panola,Mississippi
46373,St. John,Lake,Indiana
97203,Portland,Multnomah,Oregon
48880,St. Louis,Gratiot,Michigan
83861,St. Maries,Benewah,Idaho
40207,Louisville,Jefferson,Kentucky
21663,St. Michaels,Talbot,Maryland
55044,Lakeville,Dakota,Minnesota
33701,St Petersburg,Pinellas,Florida
85718,Tucson,Pima,Arizona
06076,Stafford Springs,Tolland,Connecticut
28001,Albemarle,Stanly,North Carolina
97383,Stayton,Marion,Oregon
01102,Springfield,Hampden,Massachusetts
17257,Shippensburg,Cumberland,Pennsylvania
65565,Steelville,Crawford,Missouri
44224,Stow,Summit,Ohio
05672,Stowe,Lamoille,Vermont
23434,Suffolk,Suffolk,Virginia
44311,Akron,Summit,Ohio
29153,Sumter,Sumter,South Carolina
80547,Timnath,Larimer,Colorado
88063,sunland park,Dona Ana,New Mexico
94086,Sunnyvale,Santa Clara,California
85173,Superior,Pinal,Arizona
29575,Surfside Beach,Horry,South Carolina
33991,Cape Coral,Lee,Florida
96104,Cedarville,Modoc,California
54942,Greenville,Winnebago,Wisconsin
78701,Austin,Travis,Texas
78745,Austin,Travis,Texas
49682,Suttons Bay,Leelanau,Michigan
30024,Suwanee,Gwinnett,Georgia
19081,Swarthmore,Delaware,Pennsylvania
33634,Tampa,Hillsborough,Florida
96145,Tahoe City,Nevada,California
89511,RENO,Washoe,Nevada
87571,Taos,Taos,New Mexico
40071,Taylorsville,Spencer,Kentucky
29601,Greenville,Greenville,South Carolina
03452,Jaffrey,Cheshire,New Hampshire
81435,Telluride,San Miguel,Colorado
94618,Oakland,Alameda,California
33617,Temple Terrace,Hillsborough,Florida
98589,Tenino,Thurston,Washington
49426,Hudsonville,Ottawa,Michigan
47803,Terre Haute,Vigo,Indiana
78613,Cedar Park,Williamson,Texas
78723,"Austin, TX",Travis,Texas
49009,Kalamazoo,Kalamazoo,Michigan
28723,Cullowhee,Jackson,North Carolina
29150,Sumter,Sumter,South Carolina
04064,Old Orchard Beach,York,Maine
93534,LANCASTER,Los Angeles,California
37040,Clarksville,Montgomery,Tennessee
27403,Greensboro,Guilford,North Carolina
12518,cornwall n.y.,Orange,New York
81130,Creede,Mineral,Colorado
40245,Louisville/Jefferson County metro government (balance),Jefferson,Kentucky
45014,Fairfield,Butler,Ohio
88042,Hillsboro,Sierra,New Mexico
01852,Lowell,Middlesex,Massachusetts
20742,College Park,Prince George's,Maryland
06371,Lyme,New London,Connecticut
07820,Allamuchy,Warren,New Jersey
19147,Philadelphia,Philadelphia,Pennsylvania
30337,College Park,Fulton,Georgia
30303,Atlanta,Fulton,Georgia
30311,Atlanta,Fulton,Georgia
24011,Roanoke,Roanoke City,Virginia
33785,Indian Shores,Pinellas,Florida
26452,Weston,Lewis,West Virginia
62656,Lincoln,Logan,Illinois
07853,Long Valley,Morris,New Jersey
24521,Amherst,Amherst,Virginia
54941,Green Lake,Green Lake,Wisconsin
46204,Indianapolis,Marion,Indiana
99833,"Petersburg, AK",Wrangell-Petersburg,Alaska
35242,Birmingham,Shelby,Alabama
17327,Glen Rock,York,Pennsylvania
06468,Monroe,Fairfield,Connecticut
01364,Orange,Franklin,Massachusetts
80023,Westminster,Adams,Colorado
97030,Gresham,Multnomah,Oregon
94954,Petaluma,Sonoma,California
95476,Boyes Hot Springs,Sonoma,California
56081,St.james,Watonwan,Minnesota
61036,Galena,Jo Daviess,Illinois
07424,Little Falls,Passaic,New Jersey
89509,Reno,Washoe,Nevada
05148,Londonderry,Windham,Vermont
28403,Wilmington,New Hanover,North Carolina
95695,Woodland,Yolo,California
56701,Thief River Falls,Pennington,Minnesota
94903,San Rafael,Marin,California
16354,Titusville,Crawford,Pennsylvania
02878,"Tiverton, RI",Newport,Rhode Island
72770,"Tontitown, AR",Washington,Arkansas
82240,Torrington,Goshen,Wyoming
53213,Wauwatosa,Milwaukee,Wisconsin
36276,Wadley,Randolph,Alabama
05359,West Townshend,Windham,Vermont
29690,Travelers Rest,Greenville,South Carolina
15801,DuBois,Clearfield,Pennsylvania
44113,Cleveland,Cuyahoga,Ohio
59874,Trout Creek,Sanders,Montana
12180,Troy,Rensselaer,New York
35759,Meridianville,Madison,Alabama
95453,Lakeport,Lake,California
38804,Tupelo,Lee,Mississippi
35401,Tuscaloosa,Tuscaloosa,Alabama
59754,Twin Bridges,Madison,Montana
61081,Sterling IL,Whiteside,Illinois
54241,Two Rivers,Manitowoc,Wisconsin
29379,Union,Union,South Carolina
30512,Blairsville,Union,Georgia
37807,Maynardville,Union,Tennessee
04862,Union,Knox,Maine
02143,Somerville,Middlesex,Massachusetts
32608,Gainesville,Alachua,Florida
19104,Philadelphia,Philadelphia,Pennsylvania
43221,Upper Arlington,Franklin,Ohio
27858,Greenville,Pitt,North Carolina
29646,Greenwood,Greenwood,South Carolina
43081,Westerville,Franklin,Ohio
77027,Houston,Harris,Texas
52345,Urbana,Benton,Iowa
21704,Frederick,Frederick,Maryland
20250,Washington,District of Columbia,District of Columbia
13501,Utica,Oneida,New York
27536,Henderson,Vance,North Carolina
34109,Naples,Collier,Florida
98070,Vashon,King,Washington
57069,Vermillion,Clay,South Dakota
05701,RUTLAND,Rutland,Vermont
64772,Nevada,Vernon,Missouri
60061,Vernon Hills,Lake,Illinois
24482,Verona,Augusta,Virginia
49097,Vicksburg,Kalamazoo,Michigan
77901,Victoria,Victoria,Texas
44105,Cleveland,Cuyahoga,Ohio
49042,Constantine,St. Joseph,Michigan
60439,Lemont,Cook,Illinois
60077,Skokie,Cook,Illinois
47591,Vincennes,Knox,Indiana
62269,O'Fallon,St. Clair,Illinois
93704,Fresno,Fresno,California
33129,Miami,Miami-Dade,Florida
06384,Voluntown,New London,Connecticut
12186,Voorheesville,Albany,New York
55981,Wabasha,Wabasha,Minnesota
76701,Waco,McLennan,Texas
74467,Wagoner,Wagoner,Oklahoma
96786,Wahiawa,Honolulu,Hawaii
68066,Wahoo,Saunders,Nebraska
96782,Pearl City,Honolulu,Hawaii
96767,Waipahu,Honolulu,Hawaii
96795,Waimanalo,Honolulu,Hawaii
22003,Annandale,Fairfax,Virginia
98103,Seattle,King,Washington
94596,Walnut Creek,Contra Costa,California
52501,Ottumwa,Wapello,Iowa
77880,Washington,Washington,Texas
98335,Gig Harbor,Pierce,Washington
13165,Waterloo,Seneca,New York
06795,Watertown,Litchfield,Connecticut
58854,Watford City,McKenzie,North Dakota
52172,Waukon,Allamakee,Iowa
31503,Waycross,Ware,Georgia
49348,Wayland,Allegan,Michigan
01778,Wayland,Middlesex,Massachusetts
84775,Torrey,Wayne,Utah
48202,Detroit,Wayne,Michigan
22980,Waynesboro,Waynesboro,Virginia
15370,Waynesburg,Fulton,Pennsylvania
02914,East Providence,Providence,Rhode Island
64870,Webb City,Jasper,Missouri
26288,Webster Springs,Webster,West Virginia
14580,Webster,Monroe,New York
83672,Weiser,Washington,Idaho
51555,Missouri Valley,Harrison,Iowa
02667,Wellfleet,Barnstable,Massachusetts
90016,Los Angeles,Los Angeles,California
71355,Moreauville,Avoyelles,Louisiana
24016,Roanoke,Roanoke City,Virginia
06516,West Haven,New Haven,Connecticut
90025,Los Angeles,Los Angeles,California
47906,West Lafayette,Tippecanoe,Indiana
07052,West Orange,Essex,New Jersey
65775,West Plains,Wright,Missouri
10928,Village of Highland Falls,Orange,New York
60622,Chicago,Cook,Illinois
02893,West Warwick,Kent,Rhode Island
85382,Peoria,Maricopa,Arizona
77042,Houston,Harris,Texas
81252,Westcliffe,Custer,Colorado
02891,Westerly,Washington,Rhode Island
25962,Rainelle,Greenbrier,West Virginia
01085,Westfield,Hampden,Massachusetts
43204,Columbus,Franklin,Ohio
48185,Westland,Wayne,Michigan
01473,Westminster,Worcester,Massachusetts
40241,Louisville,Jefferson,Kentucky
53705,Madison,Dane,Wisconsin
48933,Lansing,Ingham,Michigan
95060,Santa Cruz,Santa Cruz,California
90024,Los Angeles,Los Angeles,California
02190,Weymouth,Norfolk,Massachusetts
37188,White House,Sumner,Tennessee
85929,Pinetop-Lakeside,Navajo,Arizona
38116,Memphis,Shelby,Tennessee
40771,Corbin,Whitley,Kentucky
40769,Williamsburg,Whitley,Kentucky
55408,Minneapolis,Hennepin,Minnesota
78228,San Antonio,Bexar,Texas
78217,San Antonio,Bexar,Texas
78220,San Antonio,Bexar,Texas
78237,San Antonio,Bexar,Texas
79407,Lubbock,Lubbock,Texas
28659,North Wilkesboro,Wilkes,North Carolina
23185,Williamsburg,Williamsburg,Virginia
25661,Williamson,Mingo,West Virginia
95125,San Jose,Santa Clara,California
01890,Winchester,Middlesex,Massachusetts
47394,Winchester,Randolph,Indiana
35811,Huntsville,Madison,Alabama
86325,CORNV,Yavapai,Arizona
75494,Winnsboro,Wood,Texas
37830,Oak Ridge,Anderson,Tennessee
54495,Wisconsin Rapids,Wood,Wisconsin
24293,Wise,Wise,Virginia
28806,Asheville,Buncombe,North Carolina
